"BATCH_FILE","ITEM","BLOCKS_SEEN","NUMBER_VERDICT","WAY_UP","PHOTO_NOTES","WORDS_VERDICT","WORDS_NOTE","NAME_VERDICT","NAME_NOTE","OTHER_PROBLEMS","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_11-20__READER_A.json","338","338","MATCHES","1:UPRIGHT","1=[3-3-8 in a row = 338] Hole-punched lined sheet titled 'The Watcher' with drawn eyes, full lyric","SMALL DIFFERENCES","This is only a 4-line extract. Most of the sheet is not typed ('Hold onto your dreams / Tonight could be the night you fall in love...', 'He removed my blindfold...', etc.). The typed lines are correct.","OK","The title written on the sheet.","The summary says 'torn sheet'. It looks like a whole hole-punched sheet.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_11-20__READER_A.json","344","344","MATCHES","1:UPRIGHT","1=[3-4-4 in a row = 344] Hole-punched lined sheet, 'As if you were my children I sacrifice for you', full lyric","SMALL DIFFERENCES","This is only a 4-line extract (two lines from the middle and the last two). Most of the sheet is not typed ('A mind like mine don't come around that often...', 'I put my girl on hold...', 'Now stand before you naked...', etc.). The typed lines are correct.","OK","The first line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_11-20__READER_A.json","349","349","MATCHES","1:UPRIGHT","1=[3-4-9 in a row = 349] Spiral-torn lined sheet, 'Has she ever called out my name when you two were lying in bed?', 7 lines","SMALL DIFFERENCES","Only the first and last lines are typed. Not typed: 'Did she ever scream out in pain ""I can't get him out of my head!""', 'Has she ever said that I was to blame yes I'm sure that's what she said', 'Did she ever complain that she'd be better off dead?', 'I'm sure she did. So hard to keep those feelings hid'.","OK","The first line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_21-30__READER_A.json","354","354","MATCHES","1:UPRIGHT","1=[3-5-4 in a row = 354] Lined notebook sheet, Snapple / Adam and Eve lyric, blocks above","MATCH","Typed words match the sheet line for line.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_21-30__READER_A.json","363","363","MATCHES","1:UPRIGHT","1=[3-6-3 in a row = 363] Lined notebook sheet, two lines in blue ink, blocks above","MATCH","Both lines match; 'you' struck and 'who' written above, typed as 'who will catch me' - correct.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_21-30__READER_A.json","382","382","MATCHES","1:UPRIGHT","1=[3-8-2 in a row = 382] Cream/manila sheet, 'Like cats and dogs' 8 lines, blocks above","MATCH","All 8 lines match.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_21-30__READER_A.json","385","385","MATCHES","1:UPRIGHT","1=[3-8-5 in a row = 385] Loose-leaf sheet in pencil, 'Let me / Bend you... / Shape you', circled B/A letters in margin, blocks above","MATCH","Words match; circled B/A margin letters not typed (fine).","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_21-30__READER_A.json","403","403","MATCHES","1:UPRIGHT","1=[4-0-3 in a row = 403] Torn lined sheet, 'I'm so tired of being bored that I'm restless', blocks above","MATCH","All lines match ('nearly' written above 'every day' is placed on the 'guessed it' line in the typing - small placement only).","NOT FROM THIS SHEET","'A lesson in politics one on one' is written nowhere on the sheet. Sheet first line: 'I'm so tired of being bored that I'm restless'. (Name may be the song these lines went into - not on the paper.)","Summary says blue ink; the ink looks black/dark.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_21-30__READER_A.json","404","404","MATCHES","1:UPRIGHT","1=[4-0-4 in a row = 404] Torn lined sheet, bar / Jim Beam lyric 16 lines, blocks above","SMALL DIFFERENCES","Last line on sheet is 'Empty chair beside me tells me I don't have a date' - typed drops 'tells me'. 'tes here at the bar' should be 'Yes here at the bar'.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_21-30__READER_A.json","424","424","MATCHES","1:UPRIGHT","1=[4-2-4 in a row = 424] Lined notebook sheet, three lines in blue ink 'The time has come', blocks above","MATCH","All 3 lines match.","NOT FROM THIS SHEET","'Get outta my house' is written nowhere on the sheet. Should be 'The time has come' (first line).","Summary says the number squares are on the left side; they sit in a row across the top.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_21-30__READER_A.json","430","430","MATCHES","1:UPRIGHT","1=[4-3-0 in a row = 430] Torn lined sheet in pencil titled 'Dead History', 7 lines plus 'If you don't know then know ya know', blocks above","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First block (Dead History to 'If you don't know then know ya know') matches the photo. The four sections after it ('Well, the circle has been completed...', 'I told myself I've got to give in...', 'All my inner turmoil is at peace...', 'I spotted your car in the parking lot...') are on no photo here - likely the back of the sheet or another sheet.","OK","Title written at top of sheet.","Only the front is pictured; if the extra typed sections are on the back, a back photo is missing.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_21-30__READER_A.json","437","437","MATCHES","1:UPRIGHT","1=[4-3-7 in a row = 437] Loose-leaf sheet 'If I could free myself', scribbled-out lines, blocks above","MATCH","Lines match, struck lines marked; 'somebody' corrected to 'someone' on the sheet, typed 'someone' - fine.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_11_OF_13_V10F_W0220__cards_21-30__READER_A.json","441","441","MATCHES","1:UPRIGHT","1=[4-4-1 in a row = 441] Lined notebook sheet in pencil 'I just got a pardon', 8 lines, blocks above","SMALL DIFFERENCES","On the sheet 'submit' is struck out with 'admit' written above ('Because I didn't admit'); typed keeps the struck 'submit'. Margin alternate ('would get submit as evidence') not typed.","OK","First line of the sheet.","","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_01-10__READER_A.json","449","449","MATCHES","1:UPRIGHT","1=[4-4-9 in a row = 449] Torn lined sheet, blue ink, 10 lines starting 'I've been busy burning bridges'","MATCH","Typed words match the sheet line for line (the word 'See' before 'everybody' is crossed out on the sheet - minor).","NOT FROM THIS SHEET","'No Rhyme or Reason' is not written anywhere on the sheet. From the sheet it would be the first line: 'I've been busy burning bridges'.","Summary quotes a 'PROVENANCE NOTE' (acid trip / study guide) that is not visible in the photo.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_01-10__READER_A.json","456","456","MATCHES","1:UPRIGHT","1=[4-5-6 in a row = 456] Spiral-torn lined sheet, black ink with purple edits, 'I broke up with your sister'","SMALL DIFFERENCES","Line 6 on the sheet reads 'They sing themselves' (purple correction over a crossed-out word); typed says 'not singing themselves'. Rest matches.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_01-10__READER_A.json","464","464","MATCHES","1:UPRIGHT","1=[4-6-4 in a row = 464] Lined sheet, 8 lines with syllable counts (8) in margin, 'I got people dropping like flies'","MATCH","Typed words match the sheet, including the 8 syllable counts and crossed-out words.","NOT FROM THIS SHEET","'TAXATION WITHOUT REPRESENTATION' is not on the sheet. From the sheet: 'I got people dropping like flies'.","Summary is just the word 'notebook'.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_01-10__READER_A.json","465","465","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[4-6-5 in a row = 465] Torn strip of lined paper, 3 lines: 'When you put it on the poster / the shorter the name / the bigger the print' || 2=[4-6-5 in a row = 465] Full lined sheet of numbered verses 1-7: 'Some may say you're a little crazy', 'YOU'RE Real Cold And Not Nice, too', 'I can only stand to be around you', 'Ah... Nah...', 'Poison Apple (P.34)', etc.","SHEET WORDS NOT TYPED","Photo 1 is typed. Photo 2: only its 3 top note lines (Rest of the story / Real Cold / IGNORE) are typed; the numbered verses 1-7 on the rest of that sheet are missing.","NOT FROM THIS SHEET","'WORTH A SHOT' is not on either sheet. From photo 1: 'When you put it on the poster' (photo 2's main verse: 'YOU'RE Real Cold').","Summary is just the word 'notebook'. Card shows two different sheets under one number (both carry 465 blocks).","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_01-10__READER_A.json","499","499","MATCHES","1:UPRIGHT","1=[4-9-9 in a row = 499] Plain white sheet, black ink, 'I had a glass of wine and I felt fine'","MATCH","Typed words match the sheet.","OK","First line of the sheet.","Summary says 'lined notebook paper'; the sheet looks plain unlined white paper (minor).","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_01-10__READER_A.json","517","517","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[5-1-7 in a row = 517] Lined sheet titled 'AS FOR ME', black ink || 2=[5-1-7 in a row = 517] Different lined sheet titled 'PIGEON LAND' in purple ink, 21 lines 'As I stumble down the street...'","SHEET WORDS NOT TYPED","Photo 1 (AS FOR ME) is typed and matches. Photo 2 (PIGEON LAND, 'As I stumble down the street... I suggest you shouldn't stay') is not typed at all.","OK","'AS FOR ME' is the title on photo 1; photo 2's sheet is titled 'PIGEON LAND' and is not named on the card.","Card shows two different titled sheets, both with 517 blocks. Summary says 'white paper plate with creases' - both photos are lined notebook paper.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_01-10__READER_A.json","525","525","MATCHES","1:UPRIGHT","1=[5-2-5 in a row = 525] Lined sheet, 'The toilet paper song / Wipe with Left / Shake with Right'","TYPED WORDS INCLUDE A SHEET NOT PICTURED","The last part after '---' ('I am not here / I am someplace else / In a room full of people / I am all by myself') is not on the pictured sheet. Minor misread: sheet says 'Hell, shake with the right, too'.","OK","Title written at top of the sheet.","Summary says 'Four lines of handwritten text' - the sheet has about 17 lines.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_01-10__READER_A.json","599","599","MATCHES","1:UPRIGHT","1=[5-9-9 in a row = 599] Lined sheet titled 'UNDEFEATED by Tom Jensen', 'I AIN'T GOT NO PLANS this minute...', 'Because father Time's undefeated'","WORDS FROM ANOTHER SHEET","Typed words (insomnia verse: 'Every night I stayed awake / Trying to find a cure for insomnia...') are nowhere on this sheet. The sheet's words ('I AIN'T GOT NO PLANS this minute / So I'm seizing the moment...') are not typed.","OK","'UNDEFEATED' is the title on the sheet.","Summary says torn white paper in black ink - it is a lined notebook sheet (minor).","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_01-10__READER_A.json","623","623 (photos 1 and 2); photo 3 shows only one cut-off block reading 5","DIFFERENT NUMBER","1:UPRIGHT 2:UPRIGHT 3:SIDEWAYS","1=[6-2-3 in a row = 623] Spiral-torn lined sheet, 4 lines 'Everybody wants to know what you're sayin'' || 2=[6-2-3 in a row = 623] Same sheet as photo 1, second shot (printer in background) || 3=[one block at top-right edge, cut off, reads 5 - not 623] A hand flipping loose lined sheets seen from the back; ruled lines run up and down; only faint show-through, no readable writing","SMALL DIFFERENCES","The same 4 lines are typed twice (once with cross-out notes, once clean). Only one sheet is pictured. Words themselves match.","OK","First line of the sheet.","Photo 3 is not this piece: blank backs of sheets with a partial block '5' (another item's number). Photos 1 and 2 repeat the same sheet. Summary says 'hole-punched' - edge is spiral-torn (minor).","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_01-10__READER_A.json","633","633","MATCHES","1:UPRIGHT","1=[6-3-3 in a row = 633] Lined sheet, 'Best place for a lie is between two truths', middle block boxed and crossed out with a big X","SMALL DIFFERENCES","Lines 4-5 garbled: sheet reads 'Listening to Joe Rogan / Wondering how long until he calls me / to be coming on his show so'; typed has 'I was to Joe Rogan / Listening how long...'. Rest matches.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_11-20__READER_A.json","634","634","MATCHES","1:UPRIGHT","1=[6-3-4 in a row = 634] Three number blocks above a torn strip of lined paper with the 'I'm a yellow fellow (Hello!)' poem in ink.","MATCH","Matches. Small misreads only: sheet says 'it hides that inside' (typed 'rides'); first line reads 'yellow mellow fellow' with corrections (typed drops 'mellow').","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_11-20__READER_A.json","636","636","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[6-3-6 in a row = 636] Blocks above a full lined sheet with the 6-line 'When chaos comes calling' poem in ink. || 2=[none] A folded lined sheet held up by hand at an angle, with very faint pencil writing that cannot be read; no blocks.","SHEET WORDS NOT TYPED","The ink poem on photo 1 matches the first part. Photo 2's faint pencil writing is typed only as 15 lines of '[?]' - a buyer sees a column of [?] marks.","OK","First line of the sheet.","Photo 2 is blurry/faint and unreadable, shows no blocks, and cannot be confirmed as the same sheet as photo 1 (it may be the back or a different page).","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_11-20__READER_A.json","638","638","MATCHES","1:UPRIGHT","1=[6-3-8 in a row = 638] Blocks above a white lined notebook sheet (spiral-torn top) with the 'You blew out my candle' poem in ink.","MATCH","Matches the six lines on the sheet (sheet adds 'when' above 'Then you flew off the handle').","NOT FROM THIS SHEET","'HALF WAY HOME' is not written anywhere on the sheet. Should be the first line: 'You blew out my candle'.","Summary says 'rough, textured tan paper' but the photo shows plain white lined notebook paper.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_11-20__READER_A.json","639","639","MATCHES","1:UPRIGHT","1=[6-3-9 in a row = 639] Blocks above a lined notebook sheet with the 'Visions of your future are found in memories of your past' poem in ink.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","The first part ('Father Time / The casino and father-time / Two who will take your last dime') is on no photo. The part after '---' matches the sheet.","OK","Matches the sheet's first line.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_11-20__READER_A.json","640","640","MATCHES","1:UPRIGHT","1=[6-4-0 in a row = 640] Blocks above a lined notebook sheet with the 'Close your eyes' poem in ink; last two lines crossed out.","MATCH","Matches. Small misreads: sheet says 'pinch yourself' (typed 'punch'); the last two typed lines with [?] are the two crossed-out lines at the bottom of the sheet.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_11-20__READER_A.json","641","641","MATCHES","1:UPRIGHT","1=[6-4-1 in a row = 641] Blocks above a lined notebook sheet with 'The ocean acts as the blood of the earth' poem, heavily crossed out in places.","MATCH","Matches the sheet, allowing for the heavy crossing-out.","OK","First line of the sheet.","Summary says pencil; the writing looks like dark ink. Minor.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_11-20__READER_A.json","642","642","MATCHES","1:UPRIGHT","1=[6-4-2 in a row = 642] Blocks above a torn piece of lined notebook paper with the 'In I walk' rap lines in ink.","MATCH","All 17 lines match the sheet.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_11-20__READER_A.json","647","647","MATCHES","1:UPRIGHT","1=[6-4-7 in a row = 647] Blocks above a lined notebook sheet with the 'I've got no tears left to cry' poem in ink.","MATCH","Matches the sheet.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_11-20__READER_A.json","651","651","MATCHES","1:UPRIGHT","1=[6-5-1 in a row = 651] Blocks above a plain white sheet with the 'So now you wish you never met me' poem in dark ink.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","The part after '---' ('Empathy is really Sympathy for the Enlightened') is on no photo. The first part matches the sheet.","OK","First line of the sheet.","Summary says 'blue marker on lined white paper'; the photo shows dark ink on plain unlined white paper. Minor.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_11-20__READER_A.json","656","656","MATCHES","1:UPRIGHT","1=[6-5-6 in a row = 656] Blocks above a lined notebook sheet with the 'There's no place for me' poem in pencil.","MATCH","Matches the sheet (one word in line 3 is scribbled out, typed as [?]).","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_21-30__READER_A.json","659","659","MATCHES","1:UPRIGHT","1=[659] Lined sheet, poem 'The minority of the oppulent' (place holders, Masters of the Universe, Wizards of Davos, limousines), blocks 6-5-9 above.","WORDS FROM ANOTHER SHEET","Typed words ('The Next wave, you watch it come break...' and 'The last words I heard from you... Given time all things must past... The path of life can be a rocky road') are nowhere on this sheet. The sheet reads 'The minority of the oppulent / PLACE HOLDERS to hold signs that state: Hegemony before Survival / A world without war or there won't be a world / ... Oh Masters of the Universe / To the Wizards of Davos I pray / Won't you kindly get back in to your limosines ...'.","OK","Title written at top of sheet.","Summary says number cards are on the left side; they are above the sheet. Transcription needs redoing from this photo.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_21-30__READER_A.json","666","666","MATCHES","1:UPRIGHT","1=[666] Lined loose-leaf sheet, 'The laws we have obeyed' list poem, 15 lines, blocks 6-6-6 above.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Everything before the '---' matches the photo. The part after it, 'BACKWARDS IS the NEW Forward!', is not on this sheet or any photo here.","OK","First line / title of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_21-30__READER_A.json","668","668","MATCHES","1:UPRIGHT","1=[668] Torn-edge lined notebook sheet, 'Who knew that the ride stopped here?' (frozen lakes, polar bears, three-month town), blocks 6-6-8 above.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Everything before the '---' matches the photo. The part after it, 'I praise your name / Everyday... / But you're not Jesus / No way / Holy spirit / Divine and True', is not on this sheet or any photo here.","OK","First line of the sheet.","Summary says number cards are to the left; they are above the sheet.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_21-30__READER_A.json","685","685","MATCHES","1:UPRIGHT","1=[685] Lined loose-leaf sheet in cursive, 'Drifting...' poem, blocks 6-8-5 above.","MATCH","Typed words match the sheet line for line.","OK","Title written at top.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_21-30__READER_A.json","688","688","MATCHES","1:UPRIGHT","1=[688] Lined sheet in large print, 'I follow your Lead' (Queen Bee, hive, ALL ANTENIE ARE AIMED AT ME), blocks 6-8-8 above.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Everything before the '---' matches the photo. The part after it, 'I'm getting angry / Unhappy / If I start crying / Please slap me ... Yet the only face I trust / Is on the moon', is not on this sheet or any photo here.","OK","Opening lines of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_21-30__READER_A.json","713","713","MATCHES","1:UPRIGHT","1=[713] Unlined white sheet, 'I JUST want to make my mark' 8 lines, blocks 7-1-3 above. This is the turned copy and it reads upright.","MATCH","Typed words match the sheet (one small misread: sheet says 'gets dark', typed 'gets dank').","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_21-30__READER_A.json","720","720","MATCHES","1:UPRIGHT","1=[720] Torn-edge lined notebook sheet, 'I told myself, I've got to give in' with the 'I am still...' lines, blocks 7-2-0 above. This is the turned copy and it reads upright.","MATCH","Typed words match the sheet line for line.","OK","First line of the sheet.","Summary says blue pen; the writing looks dark grey/black in the photo, not clearly blue. Minor.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_21-30__READER_A.json","733","733","MATCHES","1:UPRIGHT","1=[733] Lined sheet torn on the left edge, 'Corona's at the beach with no women at my side' poem, blocks 7-3-3 above.","MATCH","Typed words match the sheet line for line.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_21-30__READER_A.json","775","775","MATCHES","1:UPRIGHT","1=[775 (plus the edge of one stray block showing a 0 cut off at the top right corner, from a neighbouring set)] Lined loose-leaf sheet with folded corner, title 'A DAY AT A TIME' in pencil, poem in purple ink, blocks 7-7-5 above.","MATCH","Typed words match the sheet line for line.","OK","Title written at top.","A cut-off stray block with a 0 shows at the very top right corner; it is not part of this number and does not change the read of 7-7-5.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_12_OF_13_V10F_W0220__cards_21-30__READER_A.json","786","786","MATCHES","1:UPRIGHT","1=[786] Lined sheet, 4 short lines 'Hey Brother can you spare a dime?' with crossed-out repeat line, blocks 7-8-6 above.","MATCH","Typed words match the sheet; the struck-out repeat of the first line is left out, which is fine.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_01-10__READER_A.json","788","788","MATCHES","1:UPRIGHT","1=[7-8-8 = 788] Torn-spiral lined sheet, 8 handwritten lines 'I could live for you...' with 3 number blocks above","MATCH","All 8 lines match the sheet.","OK","First line of the sheet.","Summary says pencil; writing looks like pen. Minor.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_01-10__READER_A.json","802","802","MATCHES","1:UPRIGHT","1=[8-0-2 = 802] Lined sheet of working notes: 'he will stand beside you... (long pause)', 'Day had turned to night', 'Remember there is someone watching from above'","MATCH","Scattered notes all typed in rough order. Small misreads only (the crossed-out words by the circled 'Side you' look like 'he will with', typed as 'start with').","OK","Main first line on the sheet.","Summary says pencil; writing looks like pen. Minor.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_01-10__READER_A.json","809","809","MATCHES","1:UPRIGHT","1=[8-0-9 = 809] Colonial Management Associates letterhead notepad sheet, big marker writing 'They say these are the best years of my life...'","MATCH","Both lines match.","OK","First line of the sheet.","Summary is wrong: says 'lined white notebook paper, pencil'. Photo shows an unlined Colonial Management Associates (Boston) letterhead sheet written in thick black marker.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_01-10__READER_A.json","828","828","MATCHES","1:UPRIGHT","1=[8-2-8 = 828] Small unlined white slip, 'After looking so long for what men seek... The truth I speak'","MATCH","All lines match.","OK","First line of the sheet.","Faint writing from the back of the slip shows through the paper; the back side is not pictured or typed. Minor.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_01-10__READER_A.json","834","834","MATCHES","1:UPRIGHT","1=[8-3-4 = 834] Torn half of a lined sheet, 8 lines 'I've looked up and down...'","MATCH","All 8 lines match.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_01-10__READER_A.json","841","841","MATCHES","1:UPRIGHT","1=[8-4-1 = 841] Folded lined sheet titled 'LOSING SIGHT', 5 cursive lines","MATCH","Title and all lines match.","OK","Written title of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_01-10__READER_A.json","843","843","MATCHES","1:UPRIGHT","1=[8-4-3 = 843] Torn-spiral lined sheet, 4 lines with cross-outs 'The old me would lose to the new me...'","MATCH","Lines match, cross-outs handled with [?].","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_01-10__READER_A.json","860","860","MATCHES","1:UPRIGHT","1=[8-6-0 = 860] Three-hole-punched lined sheet, 2 lines at top 'Once you have everything in life...' and 'finger monkeys' at bottom","MATCH","All three lines match.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_01-10__READER_A.json","874","874","MATCHES","1:UPRIGHT","1=[8-7-4 = 874] Torn-spiral lined sheet, 3 lines 'Rinse, lather and repeat...'","MATCH","Lines match; one-letter misread: sheet says 'lather', typed 'lathe'.","OK","First line of the sheet, but the card title carries the same typo: sheet reads 'Rinse, lather and repeat', card says 'Rinse, lathe and repeat'.","Title typo 'lathe' for 'lather' is visible to buyers in the big name.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_01-10__READER_A.json","875","875","MATCHES","1:UPRIGHT","1=[8-7-5 = 875] Torn-spiral lined sheet, 'morality / society' note top right, 6 lines 'I'm not living day to day...'","MATCH","All lines match; 'anyone' is the replacement written under a crossed-out word, typed at the end.","OK","First line of the poem (the 'morality society' corner note is typed first, which is fine).","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_11-20__READER_A.json","883","883","MATCHES","1:UPRIGHT","1=[8-8-3] Lined 3-hole sheet, four lines 'When you're lost in the cold...' plus 'Monday 11:00 AM' lower down","MATCH","All four lines and 'Monday 11:00 AM' typed as written.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_11-20__READER_A.json","916","916","MATCHES","1:UPRIGHT","1=[9-1-6] Torn-edge Mead lined sheet, three faint lines 'I told myself I've got to give in...'","MATCH","Three lines typed as written (first two lines are faint pencil).","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_11-20__READER_A.json","919","919","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[9-1-9] Plain white sheet, two faint lines 'All my inner turmoil is at peace / I slayed the dragon...' || 2=[9-1-9] Close-up of the same two lines and the blocks","MATCH","Both lines typed (run together on one line, same words).","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_11-20__READER_A.json","922","922","MATCHES","1:UPRIGHT","1=[9-2-2] Plain unlined white sheet, three lines 'She keeps watching out for someone...'","MATCH","Three lines typed as written.","OK","First line of the sheet.","Summary says lined loose-leaf, 3-hole punched notebook paper; the photo shows a plain unlined white sheet with no holes.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_11-20__READER_A.json","940","940","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[9-4-0] Stacked lined sheets: top strip '(to go in) I am the rules', sheet below 'We do business as business is being done' || 2=[9-4-0] Lined sheet 'My Inspiration is fleeting... Iraq, Iran and Pakistan'","SMALL DIFFERENCES","'(to go in) I am the rules' and 'We do business as business is being done' are typed twice (once together, then again as separate blocks); each is written only once. Line 'I say know how' has crossed-out words on the sheet ('I [crossed out] know how').","OK","Written at top of the first sheet under '(to go in)'.","Summary says 'a single sheet'; the photos show more than one sheet (a strip plus at least two lined sheets).","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_13_OF_13_V10F_W0220__cards_11-20__READER_A.json","950","950","MATCHES","1:UPRIGHT","1=[9-5-0] White sheet with light pencil arc drawing, four lines of writing at the bottom 'So smoothly did they...'","SMALL DIFFERENCES","Sheet reads 'if the peg hole don't fit then place in it'; typed says 'if the peg hole fits them place in it' ('don't' added above the line is missed). The circled 1 sits before 'As they say', not before 'the proper dowel'.","OK","First written line (marked 2).","","SURE"
